source,translated,language
translate to Marathi: missing an end of line character? (entry: %s),ओळीच्या अखेरचा वर्ण गायब? (प्रविष्टी: %s),Marathi
translate to Marathi: & Rename...,नाव बदलवा... @ action: inmenu File,Marathi
translate to Marathi: Don't act like that.,तसं वागू नकोस.,Marathi
translate to Marathi: Where does that road lead?,तो रस्ता कुठे जातो?,Marathi
translate to Marathi: URI of an image file to burn (autodetected),बर्न करण्याजोगी प्रतिमा फाइलचे URI (स्वयंशोध),Marathi
translate to Marathi: %s is readable but not writable; unable to write configuration file.,"%s वाचनक्षम आहे परंतु लेखनक्षम नाही, संरचना फाइल लिहिण्यात असमर्थ.",Marathi
translate to Marathi: 36pt,36pt,Marathi
translate to Marathi: They did not go there.,ते तिथे गेले नाहीत.,Marathi
translate to Marathi: Hangul Syllables,हानगुल अक्षरे,Marathi
translate to Marathi: DIRECTORY,DIRECTORY,Marathi
translate to Marathi: Tom doesn't want to wait that long.,टॉमला तितक्या वेळ थांबायचं नाहीये.,Marathi
translate to Marathi: Theme Manager,सुत्रयोजना प्रबंधकComment,Marathi
translate to Marathi: Mac is my friend. He likes dogs very much.,मॅक माझा मित्र आहे. त्याला कुत्रे खूप आवडतात.,Marathi
translate to Marathi: I should have come earlier.,मला अगोदरच यायला पाहिजे होतं.,Marathi
translate to Marathi: Use customized bell,इच्छिक बेलचा वापर करा (e),Marathi
translate to Marathi: of Iyar,इयार चा,Marathi
translate to Marathi: Give a man a mask and he'll tell the truth.,माणसाला मुखवटा द्या आणि तो सत्य सांगेल.,Marathi
translate to Marathi: Intelligent controller,ब्रीज नियंत्रण,Marathi
translate to Marathi: Dad looked at Mom shyly.,बाबांनी आईकडे लाजाळूपणे बघितलं.,Marathi
translate to Marathi: GNOME Color Selector,GNOME रंग चयनकर्ताName,Marathi
translate to Marathi: http: / /images. google. com/ images? q=\\\\{@},http: // images. google. com/ images? q=\\\\ {@} Name,Marathi
translate to Marathi: Snap Helper,संत हेलेनाComment,Marathi
translate to Marathi: The kitten wanted in.,मांजराच्या पिल्लाला आत यायचं होतं.,Marathi
translate to Marathi: Today's pure mathematics is tomorrow's applied mathematics.,आजचं शुद्ध गणित म्हणजे उद्याचं उपयोजित गणित.,Marathi
translate to Marathi: kcmkwindecoration,kcmkwindecoration,Marathi
translate to Marathi: These are students.,हे विद्यार्थी आहेत.,Marathi
translate to Marathi: X Emacs,एक्स ईमॅक्सName,Marathi
translate to Marathi: You're mine.,तू माझा आहेस.,Marathi
translate to Marathi: (7) Miscellaneous,(7) विविधName,Marathi
translate to Marathi: Local Login,स्थानीय दाखलन,Marathi
translate to Marathi: You probably don't want to talk to me.,तुला कदाचित माझ्याशी बोलायचं नसेल.,Marathi
translate to Marathi: Autostart,Autostart@ action: inmenu Tools,Marathi
translate to Marathi: I wanted to go there.,मला तिथे जायचं होतं.,Marathi
translate to Marathi: Failed to read while computing MD5,MD5 कामप्युटींग करतांना वाचण्यासाठी असमर्थ,Marathi
"translate to Marathi: To add or remove titlebar buttons, simply drag items between the available item list and the titlebar preview. Similarly, drag items within the titlebar preview to re-position them.","शिर्षकपट्टी बटन जोडण्याकरीता किंवा काढून टाकण्याकरीता, उपलब्ध घटक यादी व शिर्षकपट्टी पूर्वदृश्य अंतर्गत घटक ओढा. त्याचनुरूप, घटक पुन्ह- स्थीत करण्याकरीता त्यांस शिर्षकपट्टी पूर्वदृश्य अतंर्गत ओढा.",Marathi
translate to Marathi: Create a new emoticon,नविन इमॉटिकॉन बनवा,Marathi
translate to Marathi: [%s] %s,[%s] %s,Marathi
translate to Marathi: Those photos are hers.,ते फोटो तिचे आहेत.,Marathi
translate to Marathi: I hear that you have friends in the CIA.,ऐकलं आहे की तुझे सीआयएमध्ये मित्र आहेत.,Marathi
translate to Marathi: Whether the settings should affect all windows of the application.,संयोजनामुळे अनुप्रयोगातील सर्व चौकट प्रभावीत व्हायला हवे का.,Marathi
translate to Marathi: My sister has a job.,माझ्या बहीणीकडे नोकरी आहे.,Marathi
translate to Marathi: Generating index...,निर्देशिका बनवीत आहे...,Marathi
translate to Marathi: Align & Left,डावीकडे स्थीत करा (L) @ label left justify,Marathi
translate to Marathi: Show file in embedded viewer,अंतर्भूतीत प्रदर्शकात फाइल दर्शवा,Marathi
